Bridge Number,Bridge Name,Bridge Type,Bridge Span(Mtrs),Trail Type,District,Major RM/UM,Ward No,River Name,RM/UM Left,RM/UM Right,Latitude,Longitude,Coordinate Source,National Agency,Foreign Agency,Bridge Status,Action Taken,Mela Condition,Observerd by,Observers Name,Completion FY,Bridge Warden Name and address,Bridge Warden Contact No,Comment or Recommendation,Entered By,Entered Date,Updated By,Updated Date
03 5 017 18 06 01,Chapeti,D,95.5,Main,Ilam,Chulachuli,,Ratuwa,Chulachuli,Chulachuli,26.738647401850066,87.71316311946293,GPS,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2011/12,bridge not visible,,,Bhanu.B shrestha,,,
03 5 018 18 06 01,Dudhang,D,106.0,Main,Ilam,Barbote,,Mai  Khola,Soyang,Barbote,26.95144351690505,87.94821193558198,GoogleEarth,Other,Other,Emergency Rehabilitation,Yet No Action    ,,NGO personnel,NGO personnel,1987/4988,bridge visible,,,Bhanu.B shrestha,,,
03 5 018 18 06 01,Shiddi  Khola,D,53.4,Local,Ilam,Barbote,,Shiddi  Khola,Samalbung,ShantiDanda,26.950729453592476,87.94756978779105,GPS,GoN,SDC,,Yet No Action    ,,Public,Public,1995,bridge imported from TIM,,,Bhanu.B shrestha,,,
03 5 021 18 06 02,Badare (Aletar),D,49.25,Local,Ilam,Godak,,Andhere Khola,Lammipur,Godak,26.8757893,87.9593592,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2002/03,bridge visible,,,Bhnu B shrestha,,,
03 5 021 18 06 03,Andheri  Khola,D,45.20,Main,Ilam,Godak,,Andheri  Khola,Lammipur,Godak,26.87207123751006,87.95347179999999,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,1987/98,bridge visible,,,Bhanu B Shrestha,,,
03 5 021 18 06 04,Sangubote Asale,D,54,Main,Ilam,Godak,,Asale,Godak,Ilam N.P.,26.89047678458178,87.95879049465577,GPS,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2010/11,bridge not visible,,,Bhanu.B shrestha,,,
03 5 022 18 06 01,Barange,ST,28,Local,Ilam,Lammipur,,Karpok,Laximipur,Laxmipur,26.87496813,87.96093086,,,,Bridge Inspection Pending,Yet No Action    ,,,,2009,bridge not visible,,,girman,,,
03 5 023 18 06 01,Sombare,D,50.2,Local,Ilam,Chamauta,,Hoyonma,Chamauta,Chamauta,26.993529721210173,87.8092199214127,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,1999/2000,bridge visible,,,Bhanu.B shrestha,,,
03 5 023 18 06 02,Bindule,D,30,Local,Ilam,Chamauta,,Deumai,Mangalbare,Chamauta,26.990695130351725,87.82898515147326,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2000/01,bridge visible,,,Bhanu.B shrestha,,,
03 5 023 18 06 03,Chamu Ghat,D,74.2,Local,Ilam,Chamauta,,Deumai Khola,Chamauta,Chamauta,27.0013113,87.8351542,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2004/2005,bridge visible,,,Bhanu.B shrestha,,,
03 5 023 18 06 05,Hoyangma,,86,,Ilam,Chamauta,,Hoyangma,Chamauta,Chameta,26.99420247,87.80903954,,,,Bridge Inspection Pending,Yet No Action    ,,,,2011/12,bridge visible,,,girman,,,
03 5 024 18 06 01,Malumjhuwa bridge,LD,30,Local,Ilam,Maimjhuba,,Mai  Khola,Mabu,Maimjhuba,27.053937561038946,87.94676623121336,GPS,DDC,SDC,,Yet No Action    ,,Public,Public,,bridge not visible,,,girman,,,
03 5 024 18 06 03,Mai,ST,32,Main,Ilam,Maimjhuba,,Mai,Mabu,Maimjhuba,27.04837413396217,87.94758972883596,,,KAABGN,Bridge Inspection Pending,Yet No Action    ,,,,,bridge not visible,,,girman,,,
03 5 024 18 06 05,Rate  Khola,D,50,Local,Ilam,Maimjhuba,,Rate  Khola,Maimjhuba,Maimjhuba,27.0648869,87.9417639,GoogleEarth,GoN,KAABGN,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,bridge not visible,,,Bhnu B shrestha,,,
03 5 024 18 06 06,Mewa  Khola,D,57.04,Local,Ilam,Maimjhuba,,Mewa  Khola,Maimjhuba,Maimjhuba,27.0686511,87.9591071,GoogleEarth,GoN,KAABGN,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,bridge not visible,,,Bhnu B shrestha,,,
03 5 025 18 06 03,Chulgaun,D,58,Local,Ilam,Maipokhari,,Thulopuwa,Maipokhari-3,Sakhejung,27.00218912985396,87.90147744568662,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2008,bridge visible,,,Bhnu B shrestha,,,
03 5 026 18 06 01,Puwa,D,51.10,Local,Ilam,Puwamjhuba,,Puwa,Maipokhari,Puwamjhuba,27.016552654017385,87.89406087959287,GoogleEarth,GoN,KAABGN,No action required,Yet No Action    ,,Public,Public,2001/2002,bridge visible,,,Bhanu.B shrestha,,,
03 5 026 18 06 02,Jalkeni,D,47.45,Local,Ilam,Puwamjhuba,,Sanopuwa Khola,Puwamajuwa,Puwamjhuba,27.01653590888674,87.87421517653809,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2002/2003,bridge not visible,,,Bhanu.B shrestha,,,
03 5 027 18 06 02,Dulalghat bridge,LD,39,Local,Ilam,Sakhejung,,Puwa  Khola,Maipokhari,Sakhejung,26.977965,87.8977435,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,1995/96,bridge visible,,,Bhanu B Shrestha,,,
03 5 027 18 06 03,Hile Dovan,D,43.60,Local,Ilam,Sakhejung,,Puwa  Khola,Puwamjhuba,Sakhejung,26.9971697,87.8818783,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,bridge visible,,,Bhnu B shrestha,,,
03 5 027 18 06 04,Sotikhet,D,60.40,Local,Ilam,Sakhejung,,Puwa,Barbote,Sakhejung,26.9608513,87.9034137,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,bridge visible,,,Bhnu B shrestha,,,
03 5 028 18 06 01,Lokmani,D,59.90,Local,Ilam,Ghuseni,,Lyawa Khola,Jeetpur,Ghuseni,26.8904448,87.7842646,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2003/04,bridge visible,,,Bhanu B Shrestha,,,
03 5 029 18 06 01,Phaklumba Dovan,D,49.5,Main,Ilam,Jeetpur,,Lewa Khola,Jitpur,Jitpur,26.909500662859415,87.80553418758336,GPS,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2010/11,bridge visible,,,Bhanu.B shrestha,,,
03 5 029 18 06 02,Sisne Dovan,D,106.30,Local,Ilam,Jeetpur,,Lewa Khola,Jitpur-1,Ghuseni,26.916434237858827,87.82115000846807,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2008,bridge visible,,,Bhanu.B shrestha,,,
03 5 029 18 06 03,Sangam,N,132.30,Local,Ilam,Jeetpur,,Deumai Khola,Jitpur,Jitpur,26.831106608186868,87.77764994266454,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2009,bridge visible,,,Bhnu B shrestha,,,
03 5 029 18 06 04,Bhalu Khola,D,107.6,Main,Ilam,Jeetpur,,Bhalu Khola,Siddhithumka,Jitpur,26.857158651098796,87.82706696155492,GPS,GoN,SDC,No action required,Yet No Action    ,,Public,Public,2011/12,bridge visible,,,Bhanu.B shrestha,,,
03 5 030 18 06 01,Siwa  Khola,LN,10.4,,Ilam,Mangalbare,,Siwa  Khola,Ghuseni,Mangalbare,26.9531745,87.8038635,,DDC,,Bridge Inspection Pending,Yet No Action    ,,,,,bridge not visible,,,girman,,,
03 5 030 18 06 02,Nunglewa  Khola,D,34.50,Local,Ilam,Mangalbare,,Nunglewa,Mangalbare,Mangalbare,26.97110688831457,87.82803562088475,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,1994/95,bridge not visible,,,Bhanu B Shrestha,,,
03 5 030 18 06 03,Majhuwa Dovan,D,22.7,Local,Ilam,Mangalbare,,Nunglewa,Mangalbare,Mangalbare,26.977051867035712,87.83673673172984,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,bridge not visible,,,Bhanu.B shrestha,,,
03 5 030 18 06 04,Surke,D,43.45,Local,Ilam,Mangalbare,,Surke Khola,Mangalbare,Mangalbare,26.928917540745307,87.83675659692324,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2009/2010,bridge not visible,,,Bhanu.B shrestha,,,
03 5 031 18 06 01,Satake bridge,D,58.30,Local,Ilam,Sangrumba,,Puwa  Khola,Ilam Municipality,Sangrumba,26.8821675,87.8947207,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,No,NGO personnel,NGO personnel,,bridge visible,,,Bhnu B shrestha,,,
03 5 031 18 06 02,Puwa  Khola,D,33,Local,Ilam,Sangrumba,,Puwa  Khola,Ilam Municipality,Sangrumba,26.910604382375215,87.9076060018524,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,1994/95,bridge visible,,,Bhnu B shrestha,,,
03 5 031 18 06 03,Simledovan,D,43.50,Local,Ilam,Sangrumba,,Ghatte Khola,Shantidanda,Sangrumba,26.9225482,87.8869691,GoogleEarth,DDC,SDC,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,2003/2004,bridge visible,,,Bhanu.B shrestha,,,
03 5 031 18 06 04,Damai bridge,ST,32,Local,Ilam,Sangrumba,,Puwa  Khola,Ilam Municipality,Sangrumba,26.889576387020057,87.90745583439332,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,bridge visible,,,Bhnu B shrestha,,,
03 5 032 18 06 02,Jhutre  Khola,ST,24,Local,Ilam,Shantidanda,,Jhutre  Khola,Sakhejung,Shantidanda,26.9500209,87.8993314,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,bridge visible,,,Bhanu.B shrestha,,,
03 5 032 18 06 04,Debithane,D,71.20,Local,Ilam,Shantidanda,,Puwa  Khola,Barbote,Shantidanda,26.9415949,87.9024079,GoogleEarth,DDC,SDC,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,1999/2000,,,,,,,
03 5 033 18 06 01,Khappre bridge,LD,21,Local,Ilam,A,,Phakphok  Khola,Fakfhok,Amchok,26.95241659362014,87.75874607306059,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Bhnu B shrestha,,,
03 5 033 18 06 02,Phakphok Khola,D,47.80,Local,Ilam,A,,Phakphok  Khola,Fakfhok,Amchok,26.973636,87.7529042,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,1999/2000,,,,Bhnu B shrestha,,,
03 5 034 18 06 01,Deumai,ST,20,Local,Ilam,Ektappa,,Deumai  Khola,Mangalbare,Ektappa,26.95450856580502,87.79970074779362,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,,,,Bhanu.B shrestha,,,
03 5 034 18 06 02,Deumai,D,40.40,Local,Ilam,Ektappa,,Deumai  Khola,Dhuseni,Ektappa,26.9420206,87.7904525,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,1995/96,,,,Bhanu B Shrestha,,,
03 5 034 18 06 04,Tinbhangale,D,73.40,Local,Ilam,Ektappa,,Deumai Khola,Ghuseni,Ektappa,26.9284144,87.779611,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2003/04,bridge visible,,,Bhnu B shrestha,,,
03 5 034 18 06 05,Asewadobhan,D,105.10,Local,Ilam,Ektappa,,Deumai Khola,Mangalbare,Ektappa,26.9634643,87.8163197,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,bridge visible,,,Bhanu.B shrestha,,,
03 5 034 18 06 06,Janbari,D,63.80,Local,Ilam,Ektappa,,Deumai Khola,Mangalbare,Ektappa,26.9592543,87.8097617,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,bridge visible,,,Bhnu B shrestha,,,
03 5 034 18 06 08,Hangmasuli,ST,32,,Ilam,Ektappa,,Deumai Khola,Mangalbare,Ektappa,26.955286117948873,87.7999200120654,,,,Bridge Inspection Pending,Yet No Action    ,,,,2010/11,bridge visible,,,girman,,,
03 5 034 18 06 09,Niwa,D,45.9,Main,Ilam,Ektappa,,Niwa,Memeng,Ektappa,26.95523352,87.79966252,,,,Bridge Inspection Pending,Yet No Action    ,,,,2001/02,bridge visible,,,girman,,,
03 5 034 18 06 10,Setobato,D,40.40,Local,Ilam,Ektappa,,Tiwa Khola,Ektappa,Ektappa,26.957920765603347,87.7703298822131,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2009/2010,bridge visible,,,Bhnu B shrestha,,,
03 5 035 18 06 02,Devithane,D,72,Local,Ilam,Gajurmukhi,,Fewa Khola,Gajumukhi,Imang,26.883903541972337,87.73499968454462,GoogleEarth,GoN,RRRSDP+SDC/DFID,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2011/12,bridge not visible,,,Bhanu.B shrestha,,,
03 5 035 18 06 03,Evang  Khola,D,59.1,Local,Ilam,Gajurmukhi,,Phewa  Khola ,Gajurmukhi,Gajurmukhi,26.895826276693462,87.77255597517114,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,1994,bridge visible,,,Bhanu B Shrestha,,,
03 5 035 18 06 04,Apbote,D,63.30,Local,Ilam,Gajurmukhi,,Lamphewa,Gajumukhi-1,Gajurmukhi,26.904851217968858,87.76872578069788,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2009/2010,bridge visible,,,Bhanu B Shrestha,,,
03 5 036 18 06 01,Satidhunge,D,35.37,Local,Ilam,Lumde,,Phakphok,Ektappa,Lumde,26.9319584,87.7595213,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2002/03,bridge visible,,,Bhanu B Shrestha,,,
03 5 037 18 06 01,Sombare Dovan,D,45.50,Main,Ilam,Fakfhok,,Phakphok,Fakfhok,Fakfhok,26.9812588,87.7539879,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2001/2002,bridge visible,,,Bhanu B Shrestha,,,
03 5 037 18 06 02,Kansire,ST,24,Local,Ilam,Fakfhok,,Fakfok,Sakfara,Phakphok,26.98718733366433,87.73549223248722,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2011/12,bridge not visible,,,Bhanu.B shrestha,,,
03 5 037 18 06 03,Tapasbi,D,,Local,Ilam,Fakfhok,,Fakfok,Fakfok,Phakphok,26.981919346245746,87.7557509571767,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,Public,Public,2011/12,bridge not visible,,,Bhanu.B shrestha,,,
03 5 038 18 06 01,Hulaki Sangu,ST,28,Local,Ilam,Fuyatappa,,Phakphok  Khola,Ektappa,Fuyatappa,26.9445933,87.7616295,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2011,bridge visible,,,Bhanu.B shrestha,,,
03 5 039 18 06 01,Devidaha,D,114.9,Local,Ilam,Siddhithumka,,Mai  Khola,Danabari,Siddhithumka,26.82652409335791,87.81303939695886,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,1997/98,bridge visible,,,Bhanu B Shrestha,,,
03 5 039 18 06 02,Pankhelung,D,99.9,Local,Ilam,Siddhithumka,,Mai Khola,Danabari,Siddhithumka,26.821358785875837,87.84700950370484,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2003/2004,bridge visible,,,Bhanu.B shrestha,,,
03 5 039 18 06 03,Setipaniphedi,D,,Main,Ilam,Siddhithumka,,Pankhelung,Siddhithumka,Siddhithumka,26.822301756866597,87.84685491900018,GPS,GoN,SDC,No action required,Yet No Action    ,,Public,Public,2011/12,bridge visible,,,Bhanu B Shrestha,,,
03 5 040 18 06 01,Sisne Phedi,D,49.60,Local,Ilam,Soyak,,Thade  Khola,Soyak,Soyak,26.8581241,87.895461,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,bridge not visible,,,Bhanu B Shrestha,,,
03 5 040 18 06 02,Lapchetar,D,145.90,Local,Ilam,Soyak,,Mai  Khola,Chisapani,Soyak,26.8239128,87.8953832,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2001/2002,bridge visible,,,Bhanu B Shrestha,,,
03 5 040 18 06 03,Khani Dobhan,D,120,Local,Ilam,Soyak,,Rate  Khola,Sangrumba,Soyak,26.8753179,87.8853732,GPS,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,bridge visible,,,Bhnu B shrestha,,,
03 5 040 18 06 04,Rakase bridge,ST,28,Local,Ilam,Soyak,,Puwa  Khola,Ilam Municipality,Soyak,26.862890584947806,87.9046931798539,GPS,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,bridge not visible,,,Bhanu.B shrestha,,,
03 5 041 18 06 01,Kipate,D,59.36,Local,Ilam,Mabu,,Dhuwa,Jamuna,Mabu,27.01462674623789,87.96994326441802,GoogleEarth,DDC,SDC,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,,bridge visible,,,Bhnu B shrestha,,,
03 5 042 18 06 01,Kholakhet,D,45.63,Local,Ilam,Jamuna,,Ingla Khola,Jamuna,Jamuna,27.008137656414895,87.9782777518393,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2005/2006,bridge visible,,,Bhanu.B shrestha,,,
03 5 042 18 06 02,Ghatta Dovan,,64,,Ilam,Jamuna,,Ingla,Jamuna,Jamuna,27.0147593,87.96939964,,,,Bridge Inspection Pending,Yet No Action    ,,,,2010/11,bridge imported from TIM,,,girman,,,
03 5 043 18 06 01,Ruluk,D,153,Local,Ilam,Sumbek,,Mai khola,Pyang,Sumbek,26.97425447551911,87.96718405130855,GoogleEarth,Other,Other,No action required,Yet No Action    ,,NGO personnel,NGO personnel,,bridge not visible,,,Bhanu.B shrestha,,,
03 5 046 18 06 01,Alaichetar,D,61.20,Local,Ilam,Imang,,Tama Khola,Imang,Imang,26.860954748960644,87.7528667349793,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2003/04,bridge visible,,,Bhanu B Shrestha,,,
03 5 048 18 06 01,Watema Dovan,D,31.40,Local,Ilam,Sakfara,,Mawa,Bajho,Sakfara,26.8471163,87.669332,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2001/2002,bridge visible,,,Bhanu B Shrestha,,,
03 5 091 18 06 01,Kauchhetar,D,136,Local,Ilam,Shantipur,,Biring  Khola,Kolbung,Shantipur,26.7780326,88.0265378,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,1999/2000,bridge visible,,,Bhnu B shrestha,,,
05 5 005 18 06 01,Ailanpur,ST,32,Local,Morang,Badahara,7,Mirlya Gachhiya,Badahara,Badahara,26.61010451689843,87.29636625925696,GoogleEarth,DDC,SDC,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,2012/13,bridge visible,,,,,,
05 5 018 18 06 01,Ghodekholsa,D,85,Local,Morang,Tandi,5,Lawa Khola,Ramite,Tandi,26.809724659096435,87.64113256878318,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2012/13,,,,,,,
05 5 019 18 06 01,Gadame,ST,20,Local,Morang,Jante,5,Godame Khola,Jante,Jante,26.77817122147078,87.55411987304683,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2011/2012,bridge not visible,,,,,,
05 5 020 18 06 01,Bihitar,D,76,Local,Morang,Ramitekhola,5,Lawa Khola,Ramitekhola,Ramitekhola,26.811822031426185,87.62188641503303,GoogleEarth,DDC,SDC,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,2001/02,bridge visible,,,ajit kr yadav,,,
05 5 020 18 06 02,Uttisban,D,54.5,Local,Morang,Ramitekhola,4,Lawa Khola,Ramitekhola,Ramitekhola,26.814108206615952,87.59294271469116,GoogleEarth,DDC,SDC,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,2003/4,bridge visible,,,,,,
05 5 035 18 06 01,Badahare,D,89.2,Local,Morang,Singhdevi,2,Chisang Khola,Warangi,Singhdevi,26.828644768965113,87.49052251349565,GoogleEarth,DDC,SDC,Major Maintenance,Yet No Action    ,No,NGO personnel,NGO personnel,2001/02,bridge visible,,,,,,
05 5 036 18 06 01,Khola Gaon,D,25.5,Local,Morang,Patigaun,,Khadam Khola,Singhdevi,Patigaun,26.8536301,87.4337133,GoogleEarth,DDC,SDC,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,2000/01,bridge visible,,,,,,
05 5 037 18 06 01,Lamichhane Tar,D,92.8,Local,Morang,Yangsila,,Sera Khola,Panchakanya,Yangsila,26.8038814,87.3360031,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,No,NGO personnel,NGO personnel,2001/2002,bridge visible,,,,,,
05 5 038 18 06 01,Lokhara Letang,D,170,Local,Morang,Bhogteni,8,Chisang Khola,Letang,Bhogteni,26.7565417,87.4974507,GoogleEarth,DDC,SDC,Protection,Yet No Action    ,,NGO personnel,NGO personnel,2005/06,bridge visible,,,,,,
05 5 038 18 06 02,Karkhana,D,64,Local,Morang,Bhogteni,9,Chisang Khola,Warangi,Bhogteni,26.79317,87.5056743,GoogleEarth,DDC,SDC,Major Maintenance,Work In Progress    ,No,NGO personnel,NGO personnel,2001/02,bridge visible,,,,,,
06 3 001 18 06 01,Sampang Jhora,ST,24,Local,Sunsari,Dharan Municipality,,Tindhyange khola,Dharan Municipality,Dharan Municipality,26.7057536,87.212871,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2007/2008,bridge visible,,,Arpan Limbu,,,
06 3 001 18 06 01,Tindhunge,D,47.15,Main,Sunsari,Dharan N.P.,8,Tindhunge Khola,Dharan N.P.,Dharan N.P.,26.7955555555556,87.2827777777778,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,Bridge Expert,Bridge Expert,2012,bridge visible,,,,,,
06 5 003 18 06 01,Khanalekulo,D,100,Main,Sunsari,Panchkanya,,Shera Khola,Yangsila,Panchkanya,26.78875,87.3239722222222,GPS,GoN,SDC,No action required,Yet No Action    ,,Public,Public,2012,bridge not visible,,,,,,
06 5 035 18 06 01,Thalaha,ST,28,Main,Sunsari,Aurabani,,Thalaha,Aurabani,Aurabani,26.5915833333333,87.2244444444444,GPS,GoN,SDC,No action required,Yet No Action    ,,Public,Public,2012,bridge visible,,,NTBR,,,
07 3 001 18 06 01,Nibuwa  Khola,D,41.2,Local,Dhankuta,Dhankuta Municipality,,Nibuwa  Khola,Bhirgaun,Dhankuta Municipality,27.01211283117548,87.34117176256564,GoogleEarth,GoN,SDC,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,,bridge visible,,,Bhanu.B shrestha,,,
07 3 001 18 06 02,Nibuwa Banchare,N,54,Main,Dhankuta,Dhankuta Municipality,,Tangkhuwa  Khola,Tankhuwa,Dhankuta Municipality,26.9868041,87.3694664,GoogleEarth,GoN,SDC,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,1981/1982,bridge visible,,,Bhanu.B shrestha,,,
07 3 001 18 06 03,Phuchhe Dovan,D,55,Local,Dhankuta,Dhankuta Municipality,,Phuchhe Khola,Bhirgaun,Dhankuta Municipality,26.998665718101833,87.35384784418034,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2007/2008,bridge visible,,,Bhanu.B shrestha,,,
07 5 001 18 06 01,Mul Ghat,N,146.5,Main,Dhankuta,Belhara,,Tamar River,Bhudhemorang,Belhara,26.9308655,87.331717,GoogleEarth,GoN,Other,Major Maintenance,Yet No Action    ,,NGO personnel,NGO personnel,,bridge visible,,,Bhanu.B shrestha,,,
07 5 001 18 06 02,Mandhara,D,25.8,Local,Dhankuta,Belhara,,Bhatkuwa Khola,Dhankuta Municipality,Belhara,26.999423329147163,87.31339209999999,GoogleEarth,DDC,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2003/2004,bridge visible,,,Bhanu.B shrestha,,,
07 5 002 18 06 01,Kokaha  Khola,D,139,Main,Dhankuta,Aahale,,Kokaha  Khola,Barahachhetra,Aahale,26.8782726,87.1674263,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2062,bridge visible,,,Bhanu.B shrestha,,,
07 5 002 18 06 03,Lemlema,ST,32,Main,Dhankuta,Aahale,,Lemlem Khola,Ahale,Ahale,26.906495265414833,87.21978038546433,GoogleEarth,GoN,SDC,No action required,Yet No Action    ,,NGO personnel,NGO personnel,2011/12,bridge not visible,,,Bhanu.B shrestha,,,
